0.0	16.23007448801581
0.001	14.593800680592915
0.002	13.076630858138518
0.003	11.671887669888948
0.004	10.37318838819405
0.005	9.174434586900212
0.006	8.069802108256722
0.007	7.053731311892414
0.008	6.120917599526239
0.009	5.266302209188268
0.01	4.485063272839624
0.011	3.772607131390769
0.012	3.1245599012255516
0.013	2.5367592864464816
0.014	2.0052466311618264
0.015	1.5262592062397058
0.016	1.0962227250566146
0.017	0.7117440828696718
0.018	0.3696043145406853
0.019	0.06675176543922556
0.02	-0.1997045295515988
0.021	-0.4325012639078787
0.022	-0.634227079102752
0.023	-0.8073285908039116
0.024	-0.9541162263338531
0.025	-1.0767698780059907
0.026	-1.1773443768615348
0.027	-1.257774791244605
0.028	-1.3198815545671185
0.029	-1.365375426530805
0.03	-1.395862291989824
0.031	-1.4128478015559967
0.032	-1.4177418579674603
0.033	-1.4118629521622765
0.034	-1.3964423529201138
0.035	-1.372628153857974
0.036	-1.3414891814901742
0.037	-1.3040187679878614
0.038	-1.2611383921999877
0.039	-1.2137011924251206
0.04	-1.1624953543522019
0.041	-1.1082473775183337
0.042	-1.0516252235625123
0.043	-0.9932413494863566
0.044	-0.9336556290660377
0.045	-0.8733781654937857
0.046	-0.8128719982627111
0.047	-0.7525557072449218
0.048	-0.6928059168502991
0.049	-0.633959703091769
0.05	-0.5763169063221065
0.051	-0.5201423523478486
0.052	-0.4656679845672366
0.053	-0.4130949097213388
0.054	-0.3625953597908983
0.055	-0.31431457251570805
0.056	-0.2683725929583127
0.057	-0.22486599848021593
0.058	-0.18386954944545314
0.059	-0.1454377679146011
0.06	-0.10960644654081769
0.061	-0.07639408982938739
0.062	-0.045803289872643094
0.063	-0.01782203862355647
0.064	0.007575021276439775
0.065	0.03042540514684794
0.066	0.05077765247223104
0.067	0.0686902487839296
0.068	0.08423060138671812
0.069	0.09747406714148033
0.07	0.10850303055793781
0.071	0.1174060304936353
0.072	0.12427693379679072
0.073	0.1292141542713181
0.074	0.13231991538225496
0.074	0.13872059181673008
0.074	0.13231991538225496
0.075	0.1336995551590236
0.076	0.13346087179245503
0.077	0.13171350845928312
0.078	0.1285683759449294
0.079	0.12413711167170652
0.08	0.11853157377541679
0.081	0.11186336890824752
0.082	0.10424341248032519
0.083	0.09578152008599759
0.084	0.08658602889399726
0.085	0.07676344781313087
0.086	0.06641813527694901
0.087	0.05565200352206889
0.088	0.04456424826544784
0.089	0.033251102715926274
0.09	0.021805614884761848
0.091	0.010317447188733994
0.092	-0.0011273026322989876
0.093	-0.012446260233912848
0.094	-0.023560913944868173
0.095	-0.034396735500904524
0.095	-0.056016623737992696
0.095	-0.034396735500904524
0.096	-0.044883283105142335
0.097	-0.05495428766017421
0.098	-0.06454772299198858
0.099	-0.07360586086125084
0.1	-0.08207531153363076
0.101	-0.08990705065724816
0.102	-0.09705643317242141
0.103	-0.10348319495635866
0.104	-0.10915144288341433
0.105	-0.11402963395998816
0.106	-0.11809054417205272
0.107	-0.12131122766269364
0.108	-0.12367296683680601
0.109	-0.12516121397043578
0.11	-0.1257655248828824
0.111	-0.12547948521087177
0.112	-0.12430062980560186
0.113	-0.12223035575548741
0.114	-0.11927382951976828
0.115	-0.11543988864094223
0.116	-0.11074093848718042
0.117	-0.1051928444593967
0.118	-0.0988148200816748
0.119	-0.09162931137799091
0.12	-0.08366187792295687
0.121	-0.07494107093932945
0.122	-0.06549830880043273
0.123	-0.0553677502815077
