m	M	n	nu	E_trun	E_full	E_s	E_rand	T_full	T_s_setup	T_s_lsqr	T_rand_setup	T_rand_lsqr
11.0	11.0	26.0	9.0	0.39581899538277165	0.2923202813006541	0.354692425963969	0.38415415508180456	0.35758089	0.103458095	0.669509809	0.087263985	0.03583029
61.0	127.0	251.0	117.0	0.13571429812848912	0.043639234169804426	0.046092684603321506	0.1739502004149582	0.000198713	5.546e-5	0.006786945	0.000493992	0.000808504
71.0	167.0	303.0	138.0	0.13401381834586734	0.0570389080171952	0.09636310202418173	0.1724388723156041	0.000576432	4.695e-5	0.01397715	0.000661608	0.000658166
241.0	919.0	1322.0	684.0	0.03295584769072035	0.004101557878552333	0.013066437672498168	0.021979532705987306	0.00120398	0.000386786	0.033675797	0.010726376	0.00237434
341.0	1823.0	1989.0	1230.0	0.03071137159702031	0.001868316727630473	0.007714791882809038	0.012634919813717583	0.001789227	0.000143462	0.034149468	0.029184107	0.004330668
351.0	967.0	2057.0	854.0	0.03065380734439027	0.005158615615701285	0.01027504451466512	0.022961564271531353	0.000940782	0.000173251	0.021213699	0.020827977	0.003392304
901.0	6353.0	6130.0	3964.0	0.006355827369248002	9.19138584782942e-5	0.0011623484159943333	0.0022463027534020408	0.002200803	0.023494007	0.057159435	0.259522048	0.070559233
1331.0	6947.0	9575.0	5191.0	0.005108390285198494	0.00013522873533034207	0.0010748998205632305	0.0016979250164470465	0.002863132	0.000614326	0.064710656	0.486313426	0.148099729
2573.0	25889.0	20205.0	13990.0	0.0011692458529170002	2.9547184220807795e-5	0.0002083920132483602	0.00026989174101534573	0.00635635	0.002112465	0.191970018	2.323322953	0.996511942
3103.0	37633.0	24949.0	18219.0	0.0010973912787034523	8.750441580864133e-6	0.00017028457750807056	0.00023983976578846033	0.008363332	0.002380033	0.231224798	3.557716872	1.615345073
5103.0	101737.0	43567.0	35449.0	0.0006884544573697582	5.983177498224057e-6	0.0001005506155930011	0.00011168758392741509	0.021177464	0.002804278	0.496290583	11.701129768	5.019481605
9323.0	169783.0	85214.0	66840.0	0.00019413179688210214	1.0193672303735236e-6	2.473753166660929e-5	3.104907296259331e-5	0.034853789	0.349774207	0.816645467	39.641361472	17.111748196
13983.0	381911.0	133476.0	112569.0	0.0001107670194148147	5.901175086570647e-7	1.3483009562291778e-5	1.5455944728542595e-5	0.082645738	0.019963614	1.935351782	102.624781284	43.076888934
23483.0	1.077079e6	236334.0	212014.0	4.284482769179032e-5	5.712213717197234e-8	4.796882459505403e-6	5.354805798202392e-6	0.237518499	0.033729693	5.754507167	340.190430742	131.206061756
37693.0	2.774953e6	397180.0	370239.0	1.934705031980677e-5	1.062754998134794e-8	2.011076199012953e-6	0.0	0.791871745	0.090468193	19.342202999	0.0	0.0
56053.0	6.136619e6	612886.0	583119.0	1.1077830153749524e-5	1.9787819190364764e-9	1.1155489976752595e-6	0.0	2.0844322	0.138057227	49.377518442	0.0	0.0
82613.0	6.664961e6	935338.0	872707.0	4.980972598489508e-6	2.8265458549231476e-9	4.91068389492538e-7	0.0	1.217782287	0.206928045	32.90329517	0.0	0.0
126103.0	1.5529303e7	1.481061e6	1.412441e6	2.4496661271689035e-6	1.1503273444717912e-9	2.2907023869991284e-7	0.0	6.003769628	0.417306325	148.963949387	0.0	0.0
192793.0	3.6298021e7	2.34617e6	2.271808e6	1.0981626883399542e-6	1.1900751090243327e-10	9.762075302968876e-8	0.0	17.467443698	1.526415594	407.092068275	0.0	0.0
294213.0	8.4532541e7	3.704748e6	3.624863e6	5.200544089811743e-7	2.198255964433184e-11	4.498928289492083e-8	0.0	26.895080071	2.215798913	591.043231306	0.0	0.0
439925.0	1.88998087e8	5.716544e6	5.630734e6	2.4448555058231847e-7	5.760044711274765e-12	2.0384718334536115e-8	0.0	86.335940217	4.076125507	2047.673648252	0.0	0.0
663215.0	2.14772617e8	8.890301e6	8.708473e6	1.0762489988103141e-7	4.225459690547387e-12	8.739831495411778e-9	0.0	75.523513168	5.26815416	1581.094701918	0.0	0.0
1.002145e6	4.90378249e8	1.3847292e7	1.3653437e7	4.886680471383187e-8	1.990003762832159e-12	3.817159067962555e-9	0.0	245.709414736	10.98376103	5712.216834249	0.0	0.0
