m	M	n	nu	E_trun	E_full	E_s	E_rand	T_full	T_s_setup	T_s_lsqr	T_rand_setup	T_rand_lsqr
11.0	11.0	26.0	11.0	0.39581899538277165	0.11383177643734901	0.10934739284351956	0.5610115933312603	0.415479914	0.10647012	0.949126118	0.085660797	0.035274909
61.0	127.0	251.0	110.0	0.13571429812848912	0.038207239898713115	0.06262644721153392	0.20920269620133067	0.000241744	5.54e-5	0.007811744	0.000402537	0.001188847
71.0	167.0	303.0	141.0	0.13401381834586734	0.04591077356892673	0.08612722835854007	0.08826644200207999	0.000786262	5.049e-5	0.019731936	0.000632536	0.000632339
241.0	919.0	1322.0	691.0	0.03295584769072035	0.004764736654359384	0.011418599198772824	0.01912966394676432	0.000895529	0.000107697	0.021376766	0.011405387	0.002305501
341.0	1823.0	1989.0	1203.0	0.03071137159702031	0.004000074829094633	0.008529564803290745	0.011536444367874727	0.000941248	0.000131427	0.022796304	0.029081156	0.004418726
351.0	1933.0	2057.0	1229.0	0.03065380734439027	0.0003489962203905784	0.00774935510051905	0.011311981789178392	0.000887472	0.000196551	0.021188944	0.029980181	0.005125055
901.0	6353.0	6130.0	3954.0	0.006355827369248002	0.00041461450528062176	0.001624673495223237	0.0018905343824360782	0.001669538	0.000511835	0.041731866	0.262034707	0.077223886
1331.0	13859.0	9575.0	6922.0	0.005108390285198494	4.1828810902717404e-5	0.0009265319518128735	0.0012282771702399977	0.002839718	0.000631818	0.071430632	0.713178991	0.376594517
2573.0	25889.0	20205.0	14071.0	0.0011692458529170002	1.4162765464037002e-5	0.00019488673639312445	0.0002655807718968699	0.004082232	0.001692833	0.14147423	2.422592783	1.20017268
3103.0	37633.0	24949.0	18183.0	0.0010973912787034523	7.064330824306207e-6	0.00016610871308051298	0.0002360433692298766	0.007413581	0.001475604	0.166427153	3.986978061	1.659121081
5103.0	101737.0	43567.0	35426.0	0.0006884544573697582	2.897642827111538e-6	9.582886654395698e-5	0.00011893995947354445	0.01840497	0.003177641	0.409965765	11.952670414	5.27157261
9323.0	169783.0	85214.0	67009.0	0.00019413179688210214	9.27172363826303e-7	2.4743094602055844e-5	3.1341204579478755e-5	0.028767452	0.007059734	0.924800924	40.967731323	16.742876172
13983.0	763787.0	133476.0	122577.0	0.0001107670194148147	4.478843839347166e-8	1.285960303220962e-5	1.459294321472143e-5	0.187621105	0.018003255	4.581551708	113.422959893	50.442096576
23483.0	1.077079e6	236334.0	212067.0	4.284482769179032e-5	6.335921050464562e-8	4.864042203083596e-6	5.310476907850735e-6	0.290361373	0.061282216	10.027839337	361.783710261	128.495055527
37693.0	2.774953e6	397180.0	369820.0	1.934705031980677e-5	3.412893681132995e-8	2.0638078320423805e-6	0.0	0.83087096	0.12746138	21.801456854	0.0	0.0
56053.0	6.136619e6	612886.0	583204.0	1.1077830153749524e-5	5.475633172954563e-9	1.1323305100228613e-6	0.0	2.329112868	0.296771449	61.913528439	0.0	0.0
82613.0	1.3329913e7	935338.0	902970.0	4.980972598489508e-6	5.31340413698857e-10	4.864382601466399e-7	0.0	3.131659685	0.282257774	75.555914909	0.0	0.0
126103.0	1.5529303e7	1.481061e6	1.412839e6	2.4496661271689035e-6	5.033321351221233e-10	2.3101979198565338e-7	0.0	6.407206209	0.749391538	154.90038443	0.0	0.0
192793.0	3.6298021e7	2.34617e6	2.272e6	1.0981626883399542e-6	4.498050364912998e-11	9.910866338358215e-8	0.0	17.964939924	1.100277095	409.986040472	0.0	0.0
294213.0	8.4532541e7	3.704748e6	3.625127e6	5.200544089811743e-7	3.2197146338948794e-11	4.4952973698395295e-8	0.0	26.125620417	2.296073794	630.412160276	0.0	0.0
439925.0	1.88998087e8	5.716544e6	5.630446e6	2.4448555058231847e-7	6.562170356977425e-12	2.028930514284432e-8	0.0	87.486788024	3.88351421	2159.962997748	0.0	0.0
663215.0	4.29545087e8	8.890301e6	8.799673e6	1.0762489988103141e-7	4.340190319355317e-12	8.75673160094459e-9	0.0	129.928729709	8.427066152	3131.978029785	0.0	0.0
1.002145e6	4.90378249e8	1.3847292e7	1.3653436e7	4.886680471383187e-8	1.1556592251849822e-12	3.853124856832637e-9	0.0	244.150396532	11.010167673	5738.285376309	0.0	0.0
