m	M	n	nu	E_trun	E_full	E_s	E_rand	T_full	T_s_setup	T_s_lsqr	T_rand_setup	T_rand_lsqr
11.0	11.0	26.0	10.0	0.39581899538277165	0.2923202813006541	0.32350635363231134	0.23308253908423587	0.418547309	0.120388921	0.854937884	0.099379405	0.040497251
61.0	127.0	251.0	110.0	0.13571429812848912	0.019947198272750932	0.046638462120877536	0.17190532058779703	0.000387805	6.3163e-5	0.008551093	0.00052583	0.000897054
71.0	167.0	303.0	137.0	0.13401381834586734	0.030615456909581378	0.07760799005671068	0.1302262497316331	0.000542741	4.4975e-5	0.014090585	0.000734996	0.000685475
241.0	919.0	1322.0	708.0	0.03295584769072035	0.007059777370990161	0.013316997022246667	0.0215077860441291	0.000954144	9.92e-5	0.022313981	0.011231555	0.002582256
341.0	1823.0	1989.0	1221.0	0.03071137159702031	0.001994075081426907	0.0067396387838825214	0.013502069654989271	0.000996113	0.000191019	0.023668467	0.028059432	0.005642671
351.0	1933.0	2057.0	1295.0	0.03065380734439027	0.0005326600986000887	0.006701816628674493	0.010666688397514966	0.001015289	0.000219746	0.024831394	0.20394294	0.008940632
901.0	6353.0	6130.0	3927.0	0.006355827369248002	0.0003051390376400588	0.0014511919003674443	0.0019832929905920418	0.00173476	0.000440357	0.042776825	0.262296994	0.091966797
1331.0	13859.0	9575.0	6916.0	0.005108390285198494	5.76846400182192e-5	0.0008772634951232328	0.0012544198103452509	0.00302282	0.000631035	0.074028951	0.712161851	0.304782404
2573.0	25889.0	20205.0	14017.0	0.0011692458529170002	2.3911492294507445e-5	0.00019788162518531935	0.00027264741541085496	0.004788327	0.001283058	0.123720914	2.725513636	1.089320804
3103.0	37633.0	24949.0	18275.0	0.0010973912787034523	6.080562825217887e-6	0.00016343541755600913	0.0002335333113311096	0.006015972	0.001627368	0.214522045	4.178350877	1.849438543
5103.0	101737.0	43567.0	35483.0	0.0006884544573697582	2.7251248338710753e-6	9.146741205197578e-5	0.0001155402264233322	0.015273583	0.003056498	0.369794762	12.289060983	5.158739791
9323.0	339557.0	85214.0	75342.0	0.00019413179688210214	2.2715615145038133e-7	2.4771890774698666e-5	2.729098099731324e-5	0.083786615	0.010475804	1.779506883	44.84969889	19.383599412
13983.0	763787.0	133476.0	122587.0	0.0001107670194148147	8.52485144979019e-8	1.3035345910198142e-5	1.4231647660083e-5	0.724182901	0.022413707	5.327266253	115.573809042	50.268758272
23483.0	1.077079e6	236334.0	212084.0	4.284482769179032e-5	9.260908539935303e-8	4.89875673689337e-6	5.366399646294175e-6	0.249101201	0.053027191	9.188129643	330.773725324	135.052968254
37693.0	2.774953e6	397180.0	370235.0	1.934705031980677e-5	1.5200881719732938e-8	2.0775336776938535e-6	0.0	0.938758992	0.1203605	23.824272609	0.0	0.0
56053.0	6.136619e6	612886.0	583495.0	1.1077830153749524e-5	4.647298191350097e-9	1.143096545831859e-6	0.0	2.089840687	0.140211234	51.457050709	0.0	0.0
82613.0	1.3329913e7	935338.0	903317.0	4.980972598489508e-6	6.550846039715331e-10	4.7569451861522377e-7	0.0	3.299653571	0.44836086	81.185872221	0.0	0.0
126103.0	3.1058581e7	1.481061e6	1.446422e6	2.4496661271689035e-6	1.7343508868333637e-10	2.3042321773944723e-7	0.0	13.359508731	0.703354814	327.286801181	0.0	0.0
192793.0	3.6298021e7	2.34617e6	2.272182e6	1.0981626883399542e-6	1.1344711395229649e-10	9.850997220820817e-8	0.0	17.984581111	1.419509001	425.610719613	0.0	0.0
294213.0	8.4532541e7	3.704748e6	3.624448e6	5.200544089811743e-7	2.9729929212430826e-11	4.527066337844476e-8	0.0	25.360345234	2.47729285	639.272907216	0.0	0.0
439925.0	1.88998087e8	5.716544e6	5.630504e6	2.4448555058231847e-7	2.4619265639608843e-11	2.0463328705924976e-8	0.0	91.078563263	3.778770263	2154.894025788	0.0	0.0
663215.0	2.14772617e8	8.890301e6	8.708486e6	1.0762489988103141e-7	5.394725059137405e-12	8.630119066130743e-9	0.0	67.715510088	5.460017085	1602.058584292	0.0	0.0
1.002145e6	4.90378249e8	1.3847292e7	1.3653623e7	4.886680471383187e-8	2.2073865943246654e-12	3.812030374997206e-9	0.0	248.245623675	10.992864528	5946.841034537	0.0	0.0
