m	M	n	nu	E_trun	E_full	E_s	E_rand	T_full	T_s_setup	T_s_lsqr	T_rand_setup	T_rand_lsqr
11.0	11.0	26.0	11.0	0.39581899538277165	0.29232028130065396	0.29232028130065396	2.1260520610537195	0.358556641	0.107804569	0.957357992	0.086725776	0.035837851
61.0	127.0	251.0	109.0	0.13571429812848912	0.0331377138268411	0.0865757277681656	0.12496857666862997	0.00019673	6.5358e-5	0.005885734	0.000427363	0.000866788
71.0	167.0	303.0	141.0	0.13401381834586734	0.05174480879996519	0.0661058247624156	0.12459383725622829	0.000583955	4.0447e-5	0.013288954	0.000707243	0.000626544
241.0	919.0	1322.0	724.0	0.03295584769072035	0.0033606514522891338	0.009337196909072752	0.01586158014179537	0.001335131	0.000160126	0.029032414	0.011320121	0.002250423
341.0	1823.0	1989.0	1231.0	0.03071137159702031	0.003701335726955404	0.010479863984705446	0.011890131838762096	0.001107671	0.000169548	0.026992178	0.029284042	0.004003301
351.0	1933.0	2057.0	1265.0	0.03065380734439027	0.0012071599857639817	0.006810833671378144	0.011762381385972248	0.001094501	0.000180654	0.025327786	0.028603214	0.004306115
901.0	6353.0	6130.0	3928.0	0.006355827369248002	9.61102157252174e-5	0.0014842388412309982	0.0019661023244279935	0.002256207	0.000532092	0.058818322	0.24818653	0.064303528
1331.0	13859.0	9575.0	6923.0	0.005108390285198494	0.0002497254679019173	0.0010938365989651502	0.0012604421173609567	0.00414068	0.000639189	0.09363306	0.656616235	0.242730601
2573.0	25889.0	20205.0	14013.0	0.0011692458529170002	2.8231812467222848e-5	0.0002046797385732877	0.00026396444665380546	0.005792725	0.001632957	0.172286995	2.56236328	1.16244279
3103.0	37633.0	24949.0	18335.0	0.0010973912787034523	2.2378395648134275e-5	0.00018558071776170383	0.00022903536012493946	0.00815802	0.001647835	0.179424048	3.858165247	1.765971195
5103.0	101737.0	43567.0	35389.0	0.0006884544573697582	1.4577517681856815e-6	9.518020979837758e-5	0.00011590230193221656	0.020747091	0.002710748	0.440259616	11.805223447	4.869137188
9323.0	339557.0	85214.0	75394.0	0.00019413179688210214	4.544278606067846e-7	2.5068455235746822e-5	2.847470388465405e-5	0.068979783	0.009048873	1.887507961	45.403242633	22.372138532
13983.0	381911.0	133476.0	112481.0	0.0001107670194148147	2.012741373772836e-7	1.3636123300960687e-5	1.5604903378303236e-5	0.08448956	0.013506317	1.979856193	103.869015396	42.079279956
23483.0	1.077079e6	236334.0	212416.0	4.284482769179032e-5	7.020404178888551e-8	4.842917270715582e-6	5.312124131359489e-6	0.248589203	0.037186692	6.876569302	337.257350061	125.891512029
37693.0	2.774953e6	397180.0	369949.0	1.934705031980677e-5	2.462325628005284e-9	1.986130472067332e-6	0.0	0.829660007	0.084882177	19.353265834	0.0	0.0
56053.0	3.068311e6	612886.0	555887.0	1.1077830153749524e-5	5.974980252549616e-9	1.1485705695521735e-6	0.0	0.911509079	0.118428867	24.84580318	0.0	0.0
82613.0	1.3329913e7	935338.0	903164.0	4.980972598489508e-6	8.947019461355934e-10	4.901562290572654e-7	0.0	3.231326335	0.241777295	74.304650594	0.0	0.0
126103.0	1.5529303e7	1.481061e6	1.4128e6	2.4496661271689035e-6	9.368783594648507e-10	2.301977721105249e-7	0.0	6.02809494	0.405969878	155.129838481	0.0	0.0
192793.0	3.6298021e7	2.34617e6	2.271947e6	1.0981626883399542e-6	1.3401878367476136e-10	9.85430016789414e-8	0.0	18.732682463	0.975417414	405.346798315	0.0	0.0
294213.0	4.2266293e7	3.704748e6	3.547595e6	5.200544089811743e-7	7.893696263908276e-11	4.566629682257153e-8	0.0	15.069275969	1.917239741	330.457835324	0.0	0.0
439925.0	1.88998087e8	5.716544e6	5.63099e6	2.4448555058231847e-7	6.973799526126467e-11	2.0587672857030494e-8	0.0	85.271898796	4.339635344	2079.19849727	0.0	0.0
663215.0	2.14772617e8	8.890301e6	8.708317e6	1.0762489988103141e-7	4.190153758080476e-12	8.69587454506574e-9	0.0	64.710100901	5.449362135	1572.471970861	0.0	0.0
1.002145e6	4.90378249e8	1.3847292e7	1.3652852e7	4.886680471383187e-8	2.476671677818382e-12	3.815674685751362e-9	0.0	243.863301357	10.919176105	5847.119176004	0.0	0.0
