m	M	n	nu	E_trun	E_full	E_s	E_rand	T_full	T_s_setup	T_s_lsqr	T_rand_setup	T_rand_lsqr
11.0	11.0	26.0	9.0	0.39581899538277165	0.29232028130065396	0.3235063536323112	0.9471192062032713	0.354237386	0.103992264	0.936269493	0.086148697	0.035231977
61.0	127.0	251.0	109.0	0.13571429812848912	0.06706347585941483	0.09495966747773042	0.13666820855523937	0.000220292	5.7101e-5	0.006602408	0.000432792	0.000910688
71.0	167.0	303.0	140.0	0.13401381834586734	0.040863892888427	0.09045478201688015	0.14172159258021608	0.000671479	4.8344e-5	0.015734986	0.000663796	0.00075208
241.0	461.0	1322.0	437.0	0.03295584769072035	0.01150034204151392	0.02171726498563605	0.04777980125332252	0.000757224	0.00010355	0.01926006	0.00740092	0.001877889
341.0	1823.0	1989.0	1230.0	0.03071137159702031	0.003844387796651754	0.010654974857286021	0.012778345619464051	0.000941572	0.000124701	0.021964749	0.028959385	0.004922452
351.0	1933.0	2057.0	1242.0	0.03065380734439027	0.002839587316561367	0.008696829568167483	0.012352019696492732	0.000840384	0.000176922	0.02043613	0.027917832	0.005082392
901.0	6353.0	6130.0	3939.0	0.006355827369248002	0.00013639187063678253	0.0013703004461307073	0.0019672574105689803	0.001612668	0.000523106	0.039494649	0.246539904	0.078687803
1331.0	13859.0	9575.0	6997.0	0.005108390285198494	1.8683932941121025e-5	0.0009348904624404843	0.0012251059349006983	0.004066822	0.000719476	0.135008412	0.648592483	0.244736814
2573.0	25889.0	20205.0	14064.0	0.0011692458529170002	1.8604836402752935e-5	0.00019671408859515382	0.0002701661810631118	0.005510597	0.00114531	0.114023729	2.330090893	1.228562864
3103.0	37633.0	24949.0	18317.0	0.0010973912787034523	1.948540368941606e-5	0.0001768000709656629	0.00021971501700363642	0.007816807	0.001407441	0.185435596	3.639161728	1.782565059
5103.0	101737.0	43567.0	35492.0	0.0006884544573697582	3.3414764205956595e-6	9.506033163551229e-5	0.00011648450823813599	0.018880537	0.002682565	0.620252916	11.556417188	5.387470435
9323.0	339557.0	85214.0	75288.0	0.00019413179688210214	6.803039900907677e-7	2.5707734572691035e-5	2.711233191957121e-5	0.081777949	0.009023732	2.080847946	44.36238561	19.931358055
13983.0	381911.0	133476.0	112812.0	0.0001107670194148147	2.0441454718525507e-7	1.3312523506833251e-5	1.5659996401697516e-5	0.097302185	0.017603088	2.383529527	102.668431772	43.716846378
23483.0	1.077079e6	236334.0	212159.0	4.284482769179032e-5	2.6337333066999767e-8	4.768074116633235e-6	5.3953401057221955e-6	0.256025386	0.062470415	9.091363601	360.322669274	142.798564574
37693.0	2.774953e6	397180.0	370234.0	1.934705031980677e-5	2.6018948701463962e-8	2.0132692611711274e-6	0.0	0.955501864	0.134924436	21.31447963	0.0	0.0
56053.0	6.136619e6	612886.0	583492.0	1.1077830153749524e-5	6.637742661562086e-9	1.1205460037427514e-6	0.0	2.387627994	0.165357772	59.256091578	0.0	0.0
82613.0	6.664961e6	935338.0	872604.0	4.980972598489508e-6	3.1952037311399407e-9	5.00104117046388e-7	0.0	1.232354901	0.31438308	33.746044054	0.0	0.0
126103.0	1.5529303e7	1.481061e6	1.41254e6	2.4496661271689035e-6	3.1958418414994017e-10	2.3055786768459494e-7	0.0	5.755112577	0.463036204	150.975516215	0.0	0.0
192793.0	3.6298021e7	2.34617e6	2.271741e6	1.0981626883399542e-6	2.523199509822038e-10	9.993367572217973e-8	0.0	16.14813379	1.133680185	406.957773244	0.0	0.0
294213.0	8.4532541e7	3.704748e6	3.624527e6	5.200544089811743e-7	5.723394652739225e-11	4.4827152894803644e-8	0.0	24.63008263	2.46996643	606.408670554	0.0	0.0
439925.0	1.88998087e8	5.716544e6	5.631272e6	2.4448555058231847e-7	4.850034820148705e-12	2.0396458885545636e-8	0.0	93.828570009	3.835829226	2070.201624436	0.0	0.0
663215.0	4.29545087e8	8.890301e6	8.798873e6	1.0762489988103141e-7	1.749919333175193e-12	8.69967997592711e-9	0.0	142.67428919	9.709530696	3162.541869494	0.0	0.0
1.002145e6	4.90378249e8	1.3847292e7	1.3653442e7	4.886680471383187e-8	1.6056477998706741e-12	3.834278962314626e-9	0.0	264.326006527	12.008630845	5869.140145146	0.0	0.0
